,creation_time,clozed_text,question,answer,title,url,paragraph
489,Wed Jun 16 03:23:01 2021,Who was the name of the American linguist?<br>{{c1::Karl V. Teeter}},Who was the name of the American linguist?,Karl V. Teeter,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Teeter's law: ""The language of the family you know best always turns out to be the most archaic."" A wry observation about the biases of historical linguists\, explaining how different investigators can arrive at radically divergent conceptions of the proto-language of a family. Named after the American linguist Karl V. Teeter."
490,Wed Jun 16 03:23:07 2021,What does Tesler's law of conservation of complexity state about every application?<br>{{c1::inherent amount of complexity}},What does Tesler's law of conservation of complexity state about every application?,inherent amount of complexity,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Tesler's law of conservation of complexity states that every application has an inherent amount of complexity that cannot be removed or hidden.  Named for Larry Tesler.
491,Wed Jun 16 03:23:07 2021,Who is Tesler's law named for?<br>{{c1::Larry Tesler}},Who is Tesler's law named for?,Larry Tesler,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Tesler's law of conservation of complexity states that every application has an inherent amount of complexity that cannot be removed or hidden.  Named for Larry Tesler.
492,Wed Jun 16 03:23:16 2021,What is the name of the theory that bodies orbit at semi-major axes in a function of planetary sequence?<br>{{c1::Titius–Bode law}},What is the name of the theory that bodies orbit at semi-major axes in a function of planetary sequence?,Titius–Bode law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Titius–Bode law: ""a hypothesis that the bodies in some orbital systems\, including the Sun's\, orbit at semi-major axes in a function of planetary sequence"". Named for Johann Daniel Titius and Johann Elert Bode."
493,Wed Jun 16 03:23:16 2021,Who was the Titius-Bode law named for?<br>{{c1::Johann Daniel Titius and Johann Elert Bode}},Who was the Titius-Bode law named for?,Johann Daniel Titius and Johann Elert Bode,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Titius–Bode law: ""a hypothesis that the bodies in some orbital systems\, including the Sun's\, orbit at semi-major axes in a function of planetary sequence"". Named for Johann Daniel Titius and Johann Elert Bode."
494,Wed Jun 16 03:23:27 2021,Who coined the first law of geography?<br>{{c1::Tobler}},Who coined the first law of geography?,Tobler,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Tobler's first law of geography: ""Everything is related to everything else\, but near things are more related than distant things."" Coined by Waldo R. Tobler (b. 1930)."
495,Wed Jun 16 03:23:27 2021,Who coined Tobler's first law of geography?<br>{{c1::Waldo R. Tobler}},Who coined Tobler's first law of geography?,Waldo R. Tobler,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Tobler's first law of geography: ""Everything is related to everything else\, but near things are more related than distant things."" Coined by Waldo R. Tobler (b. 1930)."
496,Wed Jun 16 03:23:27 2021,When was Waldo R. Tobler born?<br>{{c1::1930}},When was Waldo R. Tobler born?,1930,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Tobler's first law of geography: ""Everything is related to everything else\, but near things are more related than distant things."" Coined by Waldo R. Tobler (b. 1930)."
497,Wed Jun 16 03:23:30 2021,Who was the Triffin dilemma named for?<br>{{c1::Robert Triffin}},Who was the Triffin dilemma named for?,Robert Triffin,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Triffin dilemma\, conflict of economic interests that arises between short-term domestic and long-term international objectives for countries whose currency serves as a global reserve currency; named for Belgian American economist Robert Triffin"
498,Wed Jun 16 03:23:33 2021,Who was the Tullock Paradox named for?<br>{{c1::Gordon Tullock}},Who was the Tullock Paradox named for?,Gordon Tullock,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Tullock Paradox: a rent-seeker wanting political favors can bribe politicians at a cost much lower than the value of the favor to the rent-seeker; named for American economist Gordon Tullock
499,Wed Jun 16 03:23:38 2021,"According to Twyman's law, the more unusual or interesting the data, the more likely they are to have been the result of what?<br>{{c1::an error of one kind or another}}","According to Twyman's law, the more unusual or interesting the data, the more likely they are to have been the result of what?",an error of one kind or another,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Twyman's law:""Any figure that looks interesting or different is usually wrong""\, following the principle that ""the more unusual or interesting the data\, the more likely they are to have been the result of an error of one kind or another""."
500,Wed Jun 16 03:23:46 2021,What is the name of the law that states that the amount of mechanical development will always be in inverse ratio to the number of slaves that happen to<br>{{c1::Van Loon's law}},What is the name of the law that states that the amount of mechanical development will always be in inverse ratio to the number of slaves that happen to,Van Loon's law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Van Loon's law: ""The amount of mechanical development will always be in inverse ratio to the number of slaves that happen to be at a country's disposal."" Named for Hendrik Willem van Loon."
501,Wed Jun 16 03:23:46 2021,Who was Van Loon's law named for?<br>{{c1::Hendrik Willem van Loon}},Who was Van Loon's law named for?,Hendrik Willem van Loon,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Van Loon's law: ""The amount of mechanical development will always be in inverse ratio to the number of slaves that happen to be at a country's disposal."" Named for Hendrik Willem van Loon."
502,Wed Jun 16 03:23:52 2021,Where is Vegard's law found?<br>{{c1::metallurgy}},Where is Vegard's law found?,metallurgy,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Vegard's law\, in metallurgy\, is an approximate empirical rule which holds that a linear relation exists\, at constant temperature\, between the crystal lattice parameter of an alloy and the concentrations of the constituent elements. Named for Lars Vegard."
503,Wed Jun 16 03:23:52 2021,Who is Vegard's law named for?<br>{{c1::Lars Vegard}},Who is Vegard's law named for?,Lars Vegard,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Vegard's law\, in metallurgy\, is an approximate empirical rule which holds that a linear relation exists\, at constant temperature\, between the crystal lattice parameter of an alloy and the concentrations of the constituent elements. Named for Lars Vegard."
504,Wed Jun 16 03:23:58 2021,What is Verdoorn's law?<br>{{c1::faster growth in output}},What is Verdoorn's law?,faster growth in output,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Verdoorn's law\, in economics: faster growth in output increases productivity due to increasing returns. Named after Dutch economist Petrus Johannes Verdoorn."
505,Wed Jun 16 03:23:58 2021,Who is Verdoorn's law named after?<br>{{c1::Petrus Johannes Verdoorn}},Who is Verdoorn's law named after?,Petrus Johannes Verdoorn,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Verdoorn's law\, in economics: faster growth in output increases productivity due to increasing returns. Named after Dutch economist Petrus Johannes Verdoorn."
506,Wed Jun 16 03:24:01 2021,What does Verner's law describe?<br>{{c1::a historical sound change in the Proto-Germanic language}},What does Verner's law describe?,a historical sound change in the Proto-Germanic language,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Verner's law\, stated by Karl Verner in 1875\, describes a historical sound change in the Proto-Germanic language whereby voiceless fricatives *f\, *þ\, *s and *x\, when immediately following an unstressed syllable in the same word\, underwent voicing and became respectively *b\, *d\, *z and *g."
507,Wed Jun 16 03:24:10 2021,"What type of intervals of time tend to be underestimated?<br>{{c1::""long"" intervals of time}}",What type of intervals of time tend to be underestimated?,"""long"" intervals of time",List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Vierordt's law states that\, retrospectively\, ""short"" intervals of time tend to be overestimated\, and ""long"" intervals of time tend to be underestimated. Named after German physician Karl von Vierordt."
508,Wed Jun 16 03:24:10 2021,Who was Vierordt's law named after?<br>{{c1::Karl von Vierordt}},Who was Vierordt's law named after?,Karl von Vierordt,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Vierordt's law states that\, retrospectively\, ""short"" intervals of time tend to be overestimated\, and ""long"" intervals of time tend to be underestimated. Named after German physician Karl von Vierordt."
509,Wed Jun 16 03:24:14 2021,What is Vopnka's principle in mathematics?<br>{{c1::a large cardinal axiom}},What is Vopnka's principle in mathematics?,a large cardinal axiom,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Vopěnka's principle\, in mathematics\, is a large cardinal axiom that states that the set-theoretical universe is so large that in every proper class\, some members are similar to others\, with this similarity formalized through elementary embeddings. Named after Petr Vopěnka."
510,Wed Jun 16 03:24:20 2021,Who is Wagner's law named after?<br>{{c1::Adolph Wagner}},Who is Wagner's law named after?,Adolph Wagner,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Wagner's law predicts that the development of an industrial economy will be accompanied by an increased share of public expenditure in gross national product\, and is named after the German economist Adolph Wagner (1835–1917)."
511,Wed Jun 16 03:24:20 2021,Who is Wagner's law named after?<br>{{c1::Adolph Wagner}},Who is Wagner's law named after?,Adolph Wagner,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Wagner's law predicts that the development of an industrial economy will be accompanied by an increased share of public expenditure in gross national product\, and is named after the German economist Adolph Wagner (1835–1917)."
512,Wed Jun 16 03:24:24 2021,What does Walras's law imply?<br>{{c1::the values of excess market demands must sum to zero}},What does Walras's law imply?,the values of excess market demands must sum to zero,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Walras's law: budget constraints imply that the values of excess market demands must sum to zero.
513,Wed Jun 16 03:24:31 2021,Who is the Weber-Fechner law named after?<br>{{c1::Ernst Heinrich Weber and Gustav Theodor Fechner}},Who is the Weber-Fechner law named after?,Ernst Heinrich Weber and Gustav Theodor Fechner,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Weber–Fechner law\, named after the Germans Ernst Heinrich Weber and Gustav Theodor Fechner\, attempts to describe the human perception of various physical stimuli. In most cases\, Stevens's power law gives a more accurate description."
514,Wed Jun 16 03:24:31 2021,What gives a more accurate description of the human perception of physical stimuli?<br>{{c1::Stevens's power law}},What gives a more accurate description of the human perception of physical stimuli?,Stevens's power law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Weber–Fechner law\, named after the Germans Ernst Heinrich Weber and Gustav Theodor Fechner\, attempts to describe the human perception of various physical stimuli. In most cases\, Stevens's power law gives a more accurate description."
515,Wed Jun 16 03:24:36 2021,What is the name of the operator used in Weyl law?<br>{{c1::Laplace-Beltrami operator}},What is the name of the operator used in Weyl law?,Laplace-Beltrami operator,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Weyl law\, in mathematics\, describes the asymptotic behavior of eigenvalues of the Laplace-Beltrami operator. Named for Hermann Weyl."
516,Wed Jun 16 03:24:36 2021,Who is Weyl law named for?<br>{{c1::Hermann Weyl}},Who is Weyl law named for?,Hermann Weyl,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Weyl law\, in mathematics\, describes the asymptotic behavior of eigenvalues of the Laplace-Beltrami operator. Named for Hermann Weyl."
517,Wed Jun 16 03:24:46 2021,The ratio of the electronic contribution of the thermal conductivity to the electrical conductivity of a metal is proportional to what?<br>{{c1::the temperature (T)}},The ratio of the electronic contribution of the thermal conductivity to the electrical conductivity of a metal is proportional to what?,the temperature (T),List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"The Wiedemann–Franz law\, in physics\, states that the ratio of the electronic contribution of the thermal conductivity (κ) to the electrical conductivity (σ) of a metal is proportional to the temperature (T). Named for Gustav Wiedemann (1826–1899) and Rudolph Franz (1826–1902)."
518,Wed Jun 16 03:24:46 2021,Who was the Wiedemann-Franz law named for?<br>{{c1::Gustav Wiedemann}},Who was the Wiedemann-Franz law named for?,Gustav Wiedemann,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"The Wiedemann–Franz law\, in physics\, states that the ratio of the electronic contribution of the thermal conductivity (κ) to the electrical conductivity (σ) of a metal is proportional to the temperature (T). Named for Gustav Wiedemann (1826–1899) and Rudolph Franz (1826–1902)."
519,Wed Jun 16 03:24:47 2021,Who was the Wiedemann-Franz law named for?<br>{{c1::Rudolph Franz}},Who was the Wiedemann-Franz law named for?,Rudolph Franz,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"The Wiedemann–Franz law\, in physics\, states that the ratio of the electronic contribution of the thermal conductivity (κ) to the electrical conductivity (σ) of a metal is proportional to the temperature (T). Named for Gustav Wiedemann (1826–1899) and Rudolph Franz (1826–1902)."
520,Wed Jun 16 03:24:56 2021,What does Wien's displacement law state about the wavelength of the black body radiation curve?<br>{{c1::inversely proportional}},What does Wien's displacement law state about the wavelength of the black body radiation curve?,inversely proportional,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Wien's displacement law states that the black body radiation curve for different temperatures peaks at a wavelength inversely proportional to the temperature. Named for Wilhelm Wien. (See also Wien approximation.)
521,Wed Jun 16 03:24:56 2021,Who is Wien's displacement law named for?<br>{{c1::Wilhelm Wien}},Who is Wien's displacement law named for?,Wilhelm Wien,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Wien's displacement law states that the black body radiation curve for different temperatures peaks at a wavelength inversely proportional to the temperature. Named for Wilhelm Wien. (See also Wien approximation.)
522,Wed Jun 16 03:24:56 2021,What is another name for Wien?<br>{{c1::approximation}},What is another name for Wien?,approximation,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Wien's displacement law states that the black body radiation curve for different temperatures peaks at a wavelength inversely proportional to the temperature. Named for Wilhelm Wien. (See also Wien approximation.)
523,Wed Jun 16 03:25:00 2021,"If the number of experimental treatments is a low odd prime number, what happens to the experimental design?<br>{{c1::unbalanced and partially confounded}}","If the number of experimental treatments is a low odd prime number, what happens to the experimental design?",unbalanced and partially confounded,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Wike's law of low odd primes: ""If the number of experimental treatments is a low odd prime number\, then the experimental design is unbalanced and partially confounded."""
524,Wed Jun 16 03:25:06 2021,What type of short vowels does Winter's law operate on?<br>{{c1::Balto-Slavic}},What type of short vowels does Winter's law operate on?,Balto-Slavic,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Winter's law: A sound law operating on Balto-Slavic short vowels. Named after Werner Winter
525,Wed Jun 16 03:25:06 2021,Who is Winter's law named after?<br>{{c1::Werner Winter}},Who is Winter's law named after?,Werner Winter,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Winter's law: A sound law operating on Balto-Slavic short vowels. Named after Werner Winter
526,Wed Jun 16 03:25:11 2021,What is the name of the law that states that software gets slower faster than hardware?<br>{{c1::Wirth's law}},What is the name of the law that states that software gets slower faster than hardware?,Wirth's law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Wirth's law: Software gets slower more quickly than hardware gets faster.
527,Wed Jun 16 03:25:11 2021,What is Wirth's law?<br>{{c1::faster}},What is Wirth's law?,faster,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Wirth's law: Software gets slower more quickly than hardware gets faster.
528,Wed Jun 16 03:25:17 2021,Who gave a simple method to determine the energetic sequence of electron shells?<br>{{c1::Wiswesser}},Who gave a simple method to determine the energetic sequence of electron shells?,Wiswesser,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Wiswesser's rule gives a simple method to determine the energetic sequence of electron shells. See also Aufbau principle.
529,Wed Jun 16 03:25:17 2021,What is another name for Wiswesser's rule?<br>{{c1::Aufbau principle}},What is another name for Wiswesser's rule?,Aufbau principle,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Wiswesser's rule gives a simple method to determine the energetic sequence of electron shells. See also Aufbau principle.
530,Wed Jun 16 03:25:21 2021,What is the name of the law that states that bone adapts to pressure?<br>{{c1::Wolff's law}},What is the name of the law that states that bone adapts to pressure?,Wolff's law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Wolff's law: Bone adapts to pressure\, or a lack of it."
531,Wed Jun 16 03:25:26 2021,What do Woodward-Hoffmann rules predict?<br>{{c1::pericyclic reactions}},What do Woodward-Hoffmann rules predict?,pericyclic reactions,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Woodward–Hoffmann rules\, in organic chemistry\, predict the stereochemistry of pericyclic reactions based on orbital symmetry."
532,Wed Jun 16 03:25:26 2021,What do Woodward-Hoffmann rules predict?<br>{{c1::pericyclic reactions}},What do Woodward-Hoffmann rules predict?,pericyclic reactions,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Woodward–Hoffmann rules\, in organic chemistry\, predict the stereochemistry of pericyclic reactions based on orbital symmetry."
533,Wed Jun 16 03:25:33 2021,What is Yao's principle?<br>{{c1::the expected cost}},What is Yao's principle?,the expected cost,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Yao's principle\, in computational complexity theory: the expected cost of any randomized algorithm for solving a given problem\, on the worst case input for that algorithm\, can be no better than the expected cost\, for a worst-case random probability distribution on the inputs\, of the deterministic algorithm that performs best against that distribution. Named for Andrew Yao."
534,Wed Jun 16 03:25:33 2021,Who was Yao's principle named for?<br>{{c1::Andrew Yao}},Who was Yao's principle named for?,Andrew Yao,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Yao's principle\, in computational complexity theory: the expected cost of any randomized algorithm for solving a given problem\, on the worst case input for that algorithm\, can be no better than the expected cost\, for a worst-case random probability distribution on the inputs\, of the deterministic algorithm that performs best against that distribution. Named for Andrew Yao."
535,Wed Jun 16 03:25:37 2021,What is the name of the empirical relationship between arousal and performance?<br>{{c1::Yerkes–Dodson law}},What is the name of the empirical relationship between arousal and performance?,Yerkes–Dodson law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Yerkes–Dodson law\, an empirical relationship between arousal and performance\, originally developed by psychologists Robert M. Yerkes and John Dillingham Dodson."
536,Wed Jun 16 03:25:44 2021,Who wrote the law that every program attempts to expand until it can read mail?<br>{{c1::Zawinski}},Who wrote the law that every program attempts to expand until it can read mail?,Zawinski,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Zawinski's law: Every program attempts to expand until it can read mail. Those programs which cannot expand are replaced by ones which can.
537,Wed Jun 16 03:25:44 2021,What are programs that cannot expand replaced by?<br>{{c1::ones which can}},What are programs that cannot expand replaced by?,ones which can,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Zawinski's law: Every program attempts to expand until it can read mail. Those programs which cannot expand are replaced by ones which can.
538,Wed Jun 16 03:25:54 2021,What is Zipf's law called?<br>{{c1::n}},What is Zipf's law called?,n,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Zipf's law\, in linguistics\, is the observation that the frequency of use of the nth-most-frequently-used word in any natural language is approximately inversely proportional to n\, or\, more simply\, that a few words are used very often\, but many or most are used rarely. Named after George Kingsley Zipf (1902–1950)\, whose statistical body of research led to the observation. More generally\, the term Zipf's law refers to the probability distributions involved\, which is applied by statisticians not only to linguistics but also to fields remote from that. See also Zipf–Mandelbrot law."
539,Wed Jun 16 03:25:55 2021,Who was Zipf's law named after?<br>{{c1::George Kingsley Zipf}},Who was Zipf's law named after?,George Kingsley Zipf,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Zipf's law\, in linguistics\, is the observation that the frequency of use of the nth-most-frequently-used word in any natural language is approximately inversely proportional to n\, or\, more simply\, that a few words are used very often\, but many or most are used rarely. Named after George Kingsley Zipf (1902–1950)\, whose statistical body of research led to the observation. More generally\, the term Zipf's law refers to the probability distributions involved\, which is applied by statisticians not only to linguistics but also to fields remote from that. See also Zipf–Mandelbrot law."
540,Wed Jun 16 03:25:55 2021,What does Zipf's law refer to?<br>{{c1::probability distributions}},What does Zipf's law refer to?,probability distributions,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Zipf's law\, in linguistics\, is the observation that the frequency of use of the nth-most-frequently-used word in any natural language is approximately inversely proportional to n\, or\, more simply\, that a few words are used very often\, but many or most are used rarely. Named after George Kingsley Zipf (1902–1950)\, whose statistical body of research led to the observation. More generally\, the term Zipf's law refers to the probability distributions involved\, which is applied by statisticians not only to linguistics but also to fields remote from that. See also Zipf–Mandelbrot law."
541,Wed Jun 16 03:25:55 2021,What is another name for Zipf's law?<br>{{c1::Zipf–Mandelbrot law}},What is another name for Zipf's law?,Zipf–Mandelbrot law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Zipf's law\, in linguistics\, is the observation that the frequency of use of the nth-most-frequently-used word in any natural language is approximately inversely proportional to n\, or\, more simply\, that a few words are used very often\, but many or most are used rarely. Named after George Kingsley Zipf (1902–1950)\, whose statistical body of research led to the observation. More generally\, the term Zipf's law refers to the probability distributions involved\, which is applied by statisticians not only to linguistics but also to fields remote from that. See also Zipf–Mandelbrot law."
542,Wed Jun 16 03:25:59 2021,"What is the study of the history of words, their origins, and how their form and meaning have changed over time?<br>{{c1::Etymology}}","What is the study of the history of words, their origins, and how their form and meaning have changed over time?",Etymology,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Etymology – Study of the history of words\, their origins\, and how their form and meaning have changed over time"
543,Wed Jun 16 03:26:03 2021,What is another name for eponyms?<br>{{c1::List of eponyms}},What is another name for eponyms?,List of eponyms,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,List of eponyms
544,Wed Jun 16 03:26:07 2021,Where can you find a list of eponymous doctrines?<br>{{c1::Wikipedia}},Where can you find a list of eponymous doctrines?,Wikipedia,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,List of eponymous doctrines – Wikipedia list article
545,Wed Jun 16 03:26:13 2021,What is an example of a Wikipedia article?<br>{{c1::Lists of etymologies}},What is an example of a Wikipedia article?,Lists of etymologies,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Lists of etymologies – Wikipedia list article
546,Wed Jun 16 03:26:13 2021,Where can you find a list of etymologies?<br>{{c1::Wikipedia}},Where can you find a list of etymologies?,Wikipedia,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Lists of etymologies – Wikipedia list article
547,Wed Jun 16 03:26:17 2021,Where can you find a list of paradoxes?<br>{{c1::Wikipedia}},Where can you find a list of paradoxes?,Wikipedia,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,List of paradoxes – Wikipedia list article
548,Wed Jun 16 03:26:21 2021,What is the name of the list of scientific laws named after people?<br>{{c1::Wikipedia}},What is the name of the list of scientific laws named after people?,Wikipedia,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,List of scientific laws named after people – Wikipedia list article
549,Wed Jun 16 03:26:24 2021,Where can you find a list of theorems?<br>{{c1::Wikipedia}},Where can you find a list of theorems?,Wikipedia,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,List of theorems – Wikipedia list article
550,Wed Jun 16 03:26:39 2021,When was Campbell born?<br>{{c1::January 1979}},When was Campbell born?,January 1979,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Campbell\, Donald T. (January 1979). ""Assessing the impact of planned social change"". Evaluation and Program Planning. 2 (1): 67–90. doi:10.1016/0149-7189(79)90048-X."
551,Wed Jun 16 03:26:39 2021,What is the name of the journal in which Campbell wrote about the impact of social change?<br>{{c1::Evaluation and Program Planning}},What is the name of the journal in which Campbell wrote about the impact of social change?,Evaluation and Program Planning,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Campbell\, Donald T. (January 1979). ""Assessing the impact of planned social change"". Evaluation and Program Planning. 2 (1): 67–90. doi:10.1016/0149-7189(79)90048-X."
552,Wed Jun 16 03:26:39 2021,What is the range of age ranges in which the impact of planned social change can be assessed?<br>{{c1::67–90}},What is the range of age ranges in which the impact of planned social change can be assessed?,67–90,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Campbell\, Donald T. (January 1979). ""Assessing the impact of planned social change"". Evaluation and Program Planning. 2 (1): 67–90. doi:10.1016/0149-7189(79)90048-X."
553,Wed Jun 16 03:26:39 2021,What is the name of the paper?<br>{{c1::doi:10.1016/0149-7189(79)90048-X.}},What is the name of the paper?,doi:10.1016/0149-7189(79)90048-X.,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Campbell\, Donald T. (January 1979). ""Assessing the impact of planned social change"". Evaluation and Program Planning. 2 (1): 67–90. doi:10.1016/0149-7189(79)90048-X."
554,Wed Jun 16 03:27:06 2021,"Who wrote ""Revolution of sexuality breaks Dollo's law""?<br>{{c1::Domes, Katja; Norton, Roy A.; Maraun, Mark; Scheu, Stefan}}","Who wrote ""Revolution of sexuality breaks Dollo's law""?","Domes, Katja; Norton, Roy A.; Maraun, Mark; Scheu, Stefan",List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Domes\, Katja; Norton\, Roy A.; Maraun\, Mark; Scheu\, Stefan (24 April 2007). ""Reevolution of sexuality breaks Dollo's law"". Proceedings of the National Academy of Sciences. 104 (17): 7139–7144. Bibcode:2007PNAS..104.7139D. doi:10.1073/pnas.0700034104. PMC 1855408. PMID 17438282."
555,Wed Jun 16 03:27:06 2021,"What did Domes, Katja, Norton, Roy A., Maraun, Mark, and Scheu, Stefan write about?<br>{{c1::Reevolution of sexuality breaks Dollo's law}}","What did Domes, Katja, Norton, Roy A., Maraun, Mark, and Scheu, Stefan write about?",Reevolution of sexuality breaks Dollo's law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Domes\, Katja; Norton\, Roy A.; Maraun\, Mark; Scheu\, Stefan (24 April 2007). ""Reevolution of sexuality breaks Dollo's law"". Proceedings of the National Academy of Sciences. 104 (17): 7139–7144. Bibcode:2007PNAS..104.7139D. doi:10.1073/pnas.0700034104. PMC 1855408. PMID 17438282."
556,Wed Jun 16 03:27:06 2021,Who published the Proceedings of the Proceedings of the National Academy of Sciences?<br>{{c1::National Academy of Sciences}},Who published the Proceedings of the Proceedings of the National Academy of Sciences?,National Academy of Sciences,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Domes\, Katja; Norton\, Roy A.; Maraun\, Mark; Scheu\, Stefan (24 April 2007). ""Reevolution of sexuality breaks Dollo's law"". Proceedings of the National Academy of Sciences. 104 (17): 7139–7144. Bibcode:2007PNAS..104.7139D. doi:10.1073/pnas.0700034104. PMC 1855408. PMID 17438282."
557,Wed Jun 16 03:27:06 2021,How many pages are in the Proceedings of the National Academy of Sciences?<br>{{c1::104}},How many pages are in the Proceedings of the National Academy of Sciences?,104,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Domes\, Katja; Norton\, Roy A.; Maraun\, Mark; Scheu\, Stefan (24 April 2007). ""Reevolution of sexuality breaks Dollo's law"". Proceedings of the National Academy of Sciences. 104 (17): 7139–7144. Bibcode:2007PNAS..104.7139D. doi:10.1073/pnas.0700034104. PMC 1855408. PMID 17438282."
558,Wed Jun 16 03:27:06 2021,What is the name of the paper published in Proceedings of the National Academy of Sciences?<br>{{c1::doi:10.1073/pnas.0700034104}},What is the name of the paper published in Proceedings of the National Academy of Sciences?,doi:10.1073/pnas.0700034104,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Domes\, Katja; Norton\, Roy A.; Maraun\, Mark; Scheu\, Stefan (24 April 2007). ""Reevolution of sexuality breaks Dollo's law"". Proceedings of the National Academy of Sciences. 104 (17): 7139–7144. Bibcode:2007PNAS..104.7139D. doi:10.1073/pnas.0700034104. PMC 1855408. PMID 17438282."
